url,description,price,square_feet,bedrooms,neighborhood
https://sfbay.craigslist.org/eby/apa/d/tracy-move-into-your-brand-new/7085264350.html,MOVE INTO YOUR BRAND NEW APARTMENT TODAY!!!,1845.0,761.0,1.0,walnut creek
https://sfbay.craigslist.org/pen/apa/d/san-mateo-nice-place/7085262535.html,Nice place,2500.0,,1.0,burlingame
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-utterly-opulent-newly/7069559654.html,Utterly Opulent | Newly Built | Pac Heights | Furnished 1 Bedroom,4895.0,800.0,1.0,san francisco - lower pacific heights
https://sfbay.craigslist.org/eby/apa/d/berkeley-remodeled-craftsman-house-in/7085264238.html,"Remodeled Craftsman House in Central Berkeley, walk to Cal & Downtown",4100.0,1150.0,2.0,berkeley
https://sfbay.craigslist.org/pen/apa/d/mountain-view-large-private-patio-or/7085264215.html,"Large private patio or balcony, Wood Floors, 2 pools, bike to Google",3395.0,790.0,1.0,mountain view
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-built-luxury/7079853621.html,Newly Built Luxury Apartment | Fully Furnished | Prime Pac. Heights,3295.0,600.0,1.0,san francisco - lower pacific heights
https://sfbay.craigslist.org/pen/apa/d/daly-city-must-see-today-walk-to-bart/7085260092.html,Must See Today! Walk to Bart + laundry + parking,2795.0,,2.0,daly city
https://sfbay.craigslist.org/pen/apa/d/redwood-city-live-the-good-life-at-the/7085263985.html,Live the Good Life at The Huxley! Near Everywhere you Want to Be!,4785.0,1117.0,2.0,redwood city
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-br-and-1-ba-apartment/7081525182.html,2 BR and 1 Ba Apartment,3700.0,600.0,2.0,castro / upper market
https://sfbay.craigslist.org/nby/apa/d/santa-rosa-immaculate-like-new-custom/7071631201.html,"Immaculate, Like New custom built 2 Mstr. Bed/2.5 BA  w/home office",2295.0,1335.0,2.0,santa rosa
https://sfbay.craigslist.org/eby/apa/d/hayward-free-rent-cable-parking-best/7083832787.html,"FREE RENT, CABLE & PARKING! BEST DEAL IN HAYWARD - $500 DEPOSIT OAC!",2519.0,905.0,2.0,hayward / castro valley
https://sfbay.craigslist.org/scz/apa/d/scotts-valley-studio-with-loft/7072224676.html,Studio with loft - UTILITIES INCLUDED,1600.0,,1.0,scotts valley
https://sfbay.craigslist.org/pen/apa/d/redwood-city-live-remarkably-live-the/7085263585.html,Live Remarkably! Live The Huxley! 1 Month Free Rent! Tour Today!,4680.0,1215.0,2.0,redwood city
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-2-bedroom/7081778846.html,"Newly Remodeled 2 Bedroom Condo | 2 Car Parking, W/D, BBQ | Compass",4595.0,1250.0,2.0,san francisco
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-br-corner-unit-at-soma/7085263285.html,1 Br Corner Unit at SoMa Square,3246.0,725.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4-weeks-free-co-working/7070926457.html,"4 Weeks Free! - Co-Working Lab & Coding Room, HIIT Fitness Center",4980.0,761.0,2.0,potrero hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-clock-tower-interior-1-br/7085263046.html,Clock Tower Interior 1 BR x 1 Bath Loft walk to CalTrain Parking incl.,4600.0,,1.0,soma / south beach
https://sfbay.craigslist.org/eby/apa/d/fremont-2-relaxing-spas-fitness-center/7069221867.html,"2 Relaxing Spas, Fitness Center, Private Balcony",1875.0,478.0,1.0,fremont / union city / newark
https://sfbay.craigslist.org/pen/apa/d/south-san-francisco-extraordinary-in/7085262923.html,EXTRAORDINARY IN-LAW CONVENIENTLY LOCATED BORDER OF DALY CITY & SSF,2800.0,,2.0,daly city
https://sfbay.craigslist.org/pen/apa/d/palo-alto-open-sun-pm-2-bd-2ba-3991/7085262885.html,"Open Sun. 3/1   12-1 PM   2 BD/2BA $3991 Stanford,  Downtown Palo Alto",3991.0,1020.0,2.0,palo alto
https://sfbay.craigslist.org/sfc/apa/d/daly-city-2br-1ba-dont-miss-beautiful/7085262678.html,2BR/1BA  **DON’T MISS**  BEAUTIFUL WESTLAKE HOME CONVENIENTLY LOCATED,3600.0,,2.0,ingleside / sfsu / ccsf
https://sfbay.craigslist.org/sby/apa/d/san-jose-pizza-oven-stylish-features/7085262680.html,"Pizza Oven , Stylish Features, Stainless Steel Appliances",2995.0,942.0,1.0,san jose east
https://sfbay.craigslist.org/nby/apa/d/rohnert-park-2br-2ba-apartment-offers/7085262594.html,2BR/2BA Apartment Offers Luxurious Living,2048.0,920.0,2.0,rohnert pk / cotati
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-loc-newly/7075663400.html,"Great Loc! Newly Remodeled,E-Z Fin.Dist.Hardwood",6750.0,,4.0,financial district
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newer-building-great/7085251625.html,"Newer building, great location, 2 bedrooms, 2 baths",3995.0,,2.0,richmond / seacliff
https://sfbay.craigslist.org/eby/apa/d/oakland-renovated-1-br-apt-in-unit/7085262483.html,"Renovated 1 BR Apt, In Unit Laundry, Gated Parking",2495.0,650.0,1.0,oakland north / temescal
https://sfbay.craigslist.org/pen/apa/d/redwood-city-2-bedroom-1-bathroom/7085262310.html,2 Bedroom 1 Bathroom Corner Home- 1 Month Free!,4365.0,898.0,2.0,redwood city
https://sfbay.craigslist.org/pen/apa/d/south-san-francisco-extraordinary-in/7085262259.html,EXTRAORDINARY IN-LAW CONVENIENTLY LOCATED BORDER OF DALY CITY & SSF,2800.0,,2.0,daly city
https://sfbay.craigslist.org/pen/apa/d/redwood-city-1-month-free-modern-new-2/7085261973.html,1 Month Free! - Modern New 2 Bedroom,4785.0,1117.0,2.0,redwood city
https://sfbay.craigslist.org/pen/apa/d/south-san-francisco-extraordinary-in/7085261899.html,EXTRAORDINARY IN-LAW CONVENIENTLY LOCATED BORDER OF DALY CITY & SSF,2800.0,,2.0,south san francisco
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-unparalleled/7075636281.html,Stunning Unparalleled Views | Expansive Open Concept | Compass,9995.0,1880.0,3.0,san francisco - telegraph hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-loc-top-flrapt-gg/7075664805.html,"Great Loc! Top Flr.Apt. GG Bridge Views,Hardwood",4450.0,,1.0,marina / cow hollow
https://sfbay.craigslist.org/sby/apa/d/sunnyvale-call-for-details-rooftop/7085261637.html,"Call for Details, Rooftop Lounge, New Community",3350.0,809.0,1.0,sunnyvale
https://sfbay.craigslist.org/eby/apa/d/alameda-ferry-7-min-walk-away-fenced/7085261605.html,"Ferry 7 Min Walk Away! Fenced Backyard, Premium Finishes!",4330.0,1565.0,4.0,oakland lake merritt / grand
https://sfbay.craigslist.org/pen/apa/d/redwood-city-one-month-free-modern-2/7085261488.html,ONE MONTH FREE! Modern 2 Bedroom 2 Bath,4630.0,1151.0,2.0,redwood city
https://sfbay.craigslist.org/eby/apa/d/oakland-studio-612-mariposa-ave/7085259624.html,STUDIO -612 Mariposa Ave,1475.0,,1.0,oakland lake merritt / grand
https://sfbay.craigslist.org/eby/apa/d/lathrop-beautiful-upscale-neighborhood/7083508041.html,"BEAUTIFUL UPSCALE NEIGHBORHOOD. ..UPGRADED HOUSE "" 4 BED 3 BATH",2599.0,2550.0,4.0,---1 hour drive / tracy area / river islands
https://sfbay.craigslist.org/scz/apa/d/santa-cruz-spacious-open-floor-plan-end/7085261161.html,"Spacious Open Floor-Plan, End Unit, 3rd Floor, Pond View, Avail 4/2",4532.0,1016.0,2.0,santa cruz
https://sfbay.craigslist.org/pen/apa/d/daly-city-2-bedroom-and-1-bath-in-very/7072790375.html,"2 Bedroom and 1 Bath, in a very convenient location",2600.0,950.0,2.0,daly city
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-spacious-apartment/7085261126.html,Great spacious apartment in Sunset,3000.0,,2.0,sunset / parkside
https://sfbay.craigslist.org/sfc/apa/d/daly-city-2-bedroom-and-1-bath-in-very/7072789815.html,"2 Bedroom and 1 Bath, in a  very convenient location",2600.0,850.0,2.0,daly city
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-2ba-must-see-ultimate/7085255409.html,3BR/2BA **MUST SEE** ULTIMATE SINGLE FAMILY HOME...WALK TO OCEAN BEACH,5000.0,,3.0,usf / panhandle
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lots-of-light-in-2-bdrm-1/7074527555.html,"Lots of light in a 2 bdrm, 1 bath, aptmnt, 2 blks to UCSF, GGPark, etc",3000.0,900.0,2.0,inner sunset / ucsf
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-clean-quiet-fully/7074526971.html,"Clean, Quiet, Fully Detached Single Family Home 2 bd/1 ba",4000.0,948.0,2.0,inner sunset / ucsf
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-fully-furnished/7085260838.html,Gorgeous Fully Furnished Pacific Heights Condo - 6 months ~ J.Wavro,6500.0,,2.0,pacific heights
https://sfbay.craigslist.org/scz/apa/d/watsonville-corralitos-sweet-1-bdr-apt/7078738798.html,Corralitos Sweet 1 BDR Apt,1600.0,450.0,,corralitos
https://sfbay.craigslist.org/eby/apa/d/pittsburg-newly-remodeled-4-bed-2-bath/7070628101.html,Newly Remodeled 4 bed 2 bath single family 1500 SQ FT Pittsburg,2300.0,1500.0,4.0,pittsburg / antioch
https://sfbay.craigslist.org/scz/apa/d/ben-lomond-studio-in-ben-lomond/7085260430.html,Studio in Ben Lomond,1125.0,420.0,1.0,ben lomond
https://sfbay.craigslist.org/sby/apa/d/mountain-view-incredible-1-bedroom-with/7085260349.html,Incredible 1 bedroom with large kitchen & living area. Lots of light!,4387.0,900.0,1.0,mountain view
https://sfbay.craigslist.org/eby/apa/d/vallejo-3bd-1-2-bath-house-close-to-all/7085260328.html,3BD 1/2 Bath House Close to All Amenities and HWY80,2175.0,1075.0,3.0,vallejo / benicia
https://sfbay.craigslist.org/eby/apa/d/fairfield-updated-1200-sq-ft-3-bed-15/7083966479.html,Updated 1200 SQ FT 3 Bed 1.5 Bath 2-story house for rent,2150.0,1200.0,3.0,fairfield / vacaville
https://sfbay.craigslist.org/pen/apa/d/san-mateo-woodlake-sunny-1-br-available/7075810234.html,Woodlake Sunny 1 BR Available Immediately,2475.0,,1.0,san mateo
https://sfbay.craigslist.org/sby/apa/d/mountain-view-find-your-perfect/7085260150.html,Find Your Perfect Apartment Home Here,3534.0,1000.0,2.0,sunnyvale
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hayes-valley-2-bedroom/7085249349.html,"Hayes Valley 2 bedroom, sunny top floor 1000 SF flat",4295.0,1000.0,2.0,hayes valley
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-15ba-must-see-million/7085254324.html,2BR/1.5BA *** MUST SEE *** MILLION DOLLAR VIEW CONDO IN ULTRA LOCATION,3950.0,,2.0,financial district
https://sfbay.craigslist.org/sby/apa/d/san-jose-newly-remodeled-1-1b-unit-in/7085259235.html,Newly remodeled 1 B/1B unit in great area! Utilities included,1900.0,,1.0,san jose
https://sfbay.craigslist.org/nby/apa/d/santa-rosa-spaces-in-5-mobile-home-rv/7085259195.html,SPACES in 5 Mobile Home/RV Parks *from $325/mo+Utilities *On Clearlake,325.0,,,santa rosa
https://sfbay.craigslist.org/eby/apa/d/vallejo-your-perfect-home-awaits/7085245077.html,YOUR PERFECT HOME AWAITS!!,1850.0,940.0,2.0,vallejo / benicia
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-2-bed-2-bath-home/7071753187.html,"Bright 2 Bed 2 Bath home with private patio, Move in Today!!!",5645.0,,2.0,potrero hill
https://sfbay.craigslist.org/pen/apa/d/daly-city-walk-to-bart-laundry-parking/7085259114.html,Walk to Bart + laundry + parking ! Must See!,2295.0,,1.0,daly city
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-loc-top-flrapt/7075665205.html,"Great Loc! Top Flr.Apt.+ Hm.Office, GG Bridge Views,Hardwood",4450.0,,1.0,pacific heights
https://sfbay.craigslist.org/scz/apa/d/santa-cruz-luxurious-coastal-living/7085259049.html,"LUXURIOUS COASTAL LIVING! View, 2nd Floor Washer/Dryer In Unit!",2592.0,790.0,1.0,santa cruz
https://sfbay.craigslist.org/eby/apa/d/alameda-amenities-you-deserve/7085259050.html,Amenities You Deserve! Experience Summer House Today!,2480.0,864.0,2.0,alameda
https://sfbay.craigslist.org/pen/apa/d/san-mateo-modern-amenities-and/7085258967.html,"#165 - Modern Amenities and Finishes,Newest in Foster City. See Today!",3505.0,760.0,1.0,foster city
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-hayes-valley-studio/7085258679.html,"Sunny Hayes Valley Studio, elevator building",2650.0,400.0,1.0,hayes valley
https://sfbay.craigslist.org/eby/apa/d/lafayette-downtown-apartment-near-bart/7071393134.html,"Downtown apartment near BART, schools, shopping and mo",2095.0,750.0,2.0,lafayette / orinda / moraga
https://sfbay.craigslist.org/sby/apa/d/san-mateo-1br-1ba-newly-remodeled/7078638425.html,1BR/1BA. Newly remodeled. Stainless kitchen appliances. Plank floors,2795.0,680.0,1.0,mountain view
https://sfbay.craigslist.org/eby/apa/d/dublin-beautiful-1bd-1bath-home/7085258550.html,Beautiful 1bd/1bath home w/ attached garage. walking distance to Bart!,2360.0,735.0,1.0,dublin / pleasanton / livermore
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-march-1-lovely-1-br/7072059197.html,OPEN March 1 *LOVELY 1 BR *Top Fl *Bay Windows *Hwd *DW *Quiet*Cole St,2795.0,577.0,1.0,haight ashbury
https://sfbay.craigslist.org/eby/apa/d/pleasant-hill-our-location-cant-be-beat/7085258248.html,Our Location Can't Be Beat! Come See Why!,2287.0,790.0,1.0,concord / pleasant hill / martinez
https://sfbay.craigslist.org/sby/apa/d/sunnyvale-best-kept-secret-charming-see/7085258517.html,Best Kept Secret Charming See It Today & Move In Tomorrow! Awesome,2825.0,528.0,1.0,sunnyvale
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-20th-floor-luxury-soma/7085258488.html,20th Floor! Luxury Soma Grand condo. City Views! Balcony!  ~ J.Wavro,3600.0,,1.0,soma / south beach
https://sfbay.craigslist.org/sby/apa/d/san-jose-walk-to-apple-shuttle-grocery/7085258394.html,"Walk to Apple shuttle, grocery, Starbucks, parks, with WD, spa,sauna",3195.0,1060.0,2.0,santa clara
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-studio-near/7085258172.html,"独立套房Furnished Studio near SFSU,UCSF,AAU,downtown",1900.0,,1.0,ingleside / sfsu / ccsf
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-2ba-must-see-ultimate/7085255064.html,3BR/2BA **MUST SEE** ULTIMATE SINGLE FAMILY HOME...WALK TO OCEAN BEACH,5000.0,,3.0,sunset / parkside
https://sfbay.craigslist.org/pen/apa/d/san-mateo-2-bedroom-apartment-on-the/7070947326.html,"2 bedroom apartment on the water $2,900",2900.0,,2.0,san mateo
https://sfbay.craigslist.org/nby/apa/d/santa-rosa-clean-2-bedroom-available/7085258131.html,Clean 2 bedroom available for rent and move in ASAP,1500.0,956.0,2.0,santa rosa
https://sfbay.craigslist.org/sby/apa/d/santa-clara-1-bedroom-1-bathroom/7085251058.html,1 BEDROOM - 1 BATHROOM - AMAZING VIEW,2895.0,871.0,1.0,santa clara
https://sfbay.craigslist.org/eby/apa/d/berkeley-1-2-block-from-uc-large-1-2-br/7085258027.html,1/2 Block from U.C! Large 1-2 BR flat in charming Normandy Village,3200.0,950.0,2.0,berkeley north / hills
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-or-super-large/7085257959.html,1 BEDROOM OR SUPER LARGE STUDIO IN NOE VALLEY,2500.0,,1.0,noe valley
https://sfbay.craigslist.org/pen/apa/d/los-altos-preferred-employer-discount/7085257850.html,"Preferred Employer Discount, Almost 3Bedroom, One Month Free",4670.0,1154.0,2.0,mountain view
https://sfbay.craigslist.org/sby/apa/d/san-jose-remodeled-2bed-15bath-in/7076450739.html,Remodeled 2Bed 1.5Bath in Japantown SJ!,2750.0,,2.0,san jose downtown
https://sfbay.craigslist.org/pen/apa/d/san-mateo-2-bedroom-apartment-on-the/7072664379.html,"2 bedroom apartment on the water $2,900",2900.0,790.0,2.0,san mateo
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stylish-apartment-in/7073494413.html,Stylish Apartment in Rincon Hill! Tour Today - Limited Time Offer!,5622.0,809.0,1.0,soma / south beach
https://sfbay.craigslist.org/eby/apa/d/oakland-furnished-studio-apt-in-private/7085257223.html,"furnished studio apt. in private home, great location",1450.0,160.0,1.0,oakland lake merritt / grand
https://sfbay.craigslist.org/eby/apa/d/berkeley-small-studio-townhouses-with/7085257091.html,Small Studio Townhouses with Parking; nr. BART,1600.0,448.0,1.0,berkeley
https://sfbay.craigslist.org/eby/apa/d/walnut-creek-very-spacious-walnut-creek/7084050726.html,"Very spacious! Walnut Creek 2BR apt, Enclosed patio, Modern kitchen",2495.0,868.0,2.0,walnut creek
https://sfbay.craigslist.org/eby/apa/d/oakland-open-weds-pm-4-bedr-house-no/7078001021.html,Open weds 3/4 @ 3-5pm -4 bedr house No. Oakl,3500.0,1501.0,4.0,oakland north / temescal
https://sfbay.craigslist.org/eby/apa/d/oakland-open-weds-pm-4-bedr-house-no/7078001021.html,Open weds 3/4 @ 3-5pm -4 bedr house No. Oakl,3500.0,1501.0,4.0,oakland north / temescal
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-three-bedroom/7085256826.html,Remodeled Three Bedroom Three Bath with Garage Parking ~ J.Wavro,4700.0,,3.0,sunset / parkside
https://sfbay.craigslist.org/eby/apa/d/berkeley-2-bedroom-apartment-in/7079593200.html,2 bedroom apartment in,3000.0,,2.0,berkeley
https://sfbay.craigslist.org/eby/apa/d/berkeley-6-bedrooms-in-two-attached/7079592725.html,6 bedrooms in two attached units in walking distance to the campus,8000.0,,6.0,berkeley
https://sfbay.craigslist.org/eby/apa/d/newark-newly-remodeled-3-bed-2-bath/7080077287.html,Newly Remodeled 3 Bed / 2 bath home in Newark,3250.0,1235.0,3.0,fremont / union city / newark
https://sfbay.craigslist.org/eby/apa/d/walnut-creek-looking-for-one-bedroom/7085256318.html,"LOOKING FOR A ONE BEDROOM NEAR BART IN WALNUT CREEK, LUXURY STYLE!?",2099.0,689.0,1.0,walnut creek
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-spaw-backyard-terrace/7081016160.html,"Pet Spaw, Backyard Terrace, Spa Suite",4499.0,761.0,1.0,downtown / civic / van ness
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-3-bedroom-in/7085256202.html,Top Floor 3 bedroom in heart of Mission,4750.0,1130.0,3.0,mission district
https://sfbay.craigslist.org/eby/apa/d/berkeley-4-bedroom-apartment-in-walking/7079593671.html,4 bedroom apartment in walking disctance to the Campus,6000.0,,4.0,berkeley
https://sfbay.craigslist.org/eby/apa/d/hayward-washer-and-dryer-in-select/7085256138.html,"Washer and Dryer In Select Homes, Patio/Balcony, Valet Living",1914.0,701.0,1.0,hayward / castro valley
https://sfbay.craigslist.org/sby/apa/d/san-jose-5-espaciosas-suites-casa/7084071512.html,5 espaciosas suites casa perfecta para 2 familias- gran barr pequeñas,5500.0,,6.0,san jose
https://sfbay.craigslist.org/nby/apa/d/san-rafael-old-world-vintage-charmer-in/7085256018.html,OLD WORLD VINTAGE CHARMER IN GERSTLE PARK,3995.0,1950.0,3.0,san rafael
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-2ba-must-see-ultimate/7085255798.html,3BR/2BA **MUST SEE** ULTIMATE SINGLE FAMILY HOME...WALK TO OCEAN BEACH,5000.0,,3.0,inner sunset / ucsf
https://sfbay.craigslist.org/eby/apa/d/oakland-beautiful-rockridge-flat-3bds/7085255764.html,Beautiful Rockridge Flat - 3bds/2bth,4650.0,1500.0,3.0,oakland rockridge / claremont
https://sfbay.craigslist.org/eby/apa/d/oakland-weekly-housing-no-deposit-no/7080305779.html,"Weekly Housing - NO DEPOSIT, NO LEASE, Includes Utilities, Furnished",250.0,,,oakland downtown
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-sunny-2-bedroom/7077236734.html,"Large, Sunny 2 Bedroom Apartment (Duboce)",7000.0,1300.0,2.0,lower haight
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-and-quiet-1br-in/7085255521.html,Bright and quiet 1BR in Crocker-Amazon neighborhood,1200.0,,1.0,excelsior / outer mission
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio/7085255395.html,Top Floor Studio Apartment in the heart of Hayes Valley,2350.0,,1.0,hayes valley
https://sfbay.craigslist.org/eby/apa/d/berkeley-outstanding-living-enviornment/7085209078.html,"outstanding living enviornment, welcome",2960.0,,2.0,berkeley
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-yerba-buena-awarded-loft/7085254595.html,"Yerba Buena Awarded Loft! Upgrades, Views & Location!!!",4450.0,,2.0,soma / south beach
https://sfbay.craigslist.org/sby/apa/d/cupertino-generous-mirrored-closets/7070955005.html,"Generous mirrored closets! Comfortable Cupertino 2BR apt, Spacious!",2696.0,840.0,2.0,cupertino
https://sfbay.craigslist.org/sby/apa/d/san-jose-north-sj2b25b/7085254509.html,【North SJ】精装2B2.5B整租，带独立卫浴和家具，包车位,3200.0,1181.0,2.0,san jose north
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-top-floor/7085254240.html,Bright top floor remodeled apt  in Cow Hollow! ~ J.Wavro,4175.0,,2.0,marina / cow hollow
https://sfbay.craigslist.org/eby/apa/d/oakland-garden-carriage-house-near-lake/7085254190.html,Garden Carriage House near Lake Merritt,1600.0,318.0,1.0,oakland lake merritt / grand
https://sfbay.craigslist.org/eby/apa/d/san-ramon-1-bedroom-apartment-free/7085241943.html,1 Bedroom Apartment W/ FREE Water & Trash,2320.0,701.0,1.0,danville / san ramon
https://sfbay.craigslist.org/eby/apa/d/oakland-3br-3bd-2ba-house-great/7085253759.html,3br - 3bd/2ba House Great location! Newly renovated,4200.0,,3.0,emeryville
https://sfbay.craigslist.org/nby/apa/d/mill-valley-classic-victorian-home-two/7082170473.html,"Classic Victorian Home, two bedroom, 1 bath",3600.0,960.0,2.0,mill valley
https://sfbay.craigslist.org/eby/apa/d/antioch-charming-duplex-house-for-rent/7082166869.html,Charming Duplex house for rent,1890.0,500.0,1.0,pittsburg / antioch
https://sfbay.craigslist.org/eby/apa/d/antioch-charming-duplex-house-for-rent/7067280364.html,Charming Duplex house for rent,1890.0,500.0,1.0,pittsburg / antioch
https://sfbay.craigslist.org/eby/apa/d/oakland-sunny-charming-studio-with/7085253157.html,"Sunny, charming STUDIO with private decks",2000.0,462.0,1.0,oakland north / temescal
https://sfbay.craigslist.org/eby/apa/d/berkeley-1bdr-cottage-loft/7071870945.html,1Bdr Cottage/Loft,2500.0,700.0,1.0,berkeley
https://sfbay.craigslist.org/sby/apa/d/mountain-view-1-month-free-1-month-free/7085247897.html,"1 MONTH FREE, 1 MONTH FREE, 1 MONTH FREE",3690.0,675.0,2.0,mountain view
https://sfbay.craigslist.org/eby/apa/d/fremont-one-bedroom-700sq-in-gated-area/7085252900.html,One bedroom 700sq  in gated area; walk to bart,1995.0,700.0,1.0,fremont / union city / newark
https://sfbay.craigslist.org/eby/apa/d/antioch-charming-duplex-house-for-rent/7085252882.html,Charming Duplex house for rent,1890.0,500.0,1.0,pittsburg / antioch
https://sfbay.craigslist.org/eby/apa/d/pleasanton-beautiful-2-bedroom-walking/7085252742.html,BEAUTIFUL 2 BEDROOM - WALKING DISTANCE TO DOWNTOWN PLEASANTON,2655.0,,2.0,dublin / pleasanton / livermore
https://sfbay.craigslist.org/eby/apa/d/oakland-water-view-full-furnished-condo/7076025661.html,Water view full furnished  condo,1995.0,1100.0,1.0,emeryville
https://sfbay.craigslist.org/pen/apa/d/mountain-view-sophisticated-2-bed/7085252460.html,Sophisticated 2 Bed Townhome! Enjoy Spacious Yard w/ 2 Private Patios!,4374.0,1080.0,2.0,mountain view
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-renovated-3-bd/7085252435.html,Beautiful renovated 3 Bd/1.5 Ba Apt. with down town view,4800.0,,3.0,north beach / telegraph hill
https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-2-bedroom-in-resort/7085252343.html,Spacious 2 bedroom in a resort style community!,3261.0,1043.0,2.0,san jose south
https://sfbay.craigslist.org/nby/apa/d/sausalito-amazing-views-of-richardson/7078615463.html,Amazing Views of Richardson Bay from your private patio,2695.0,,1.0,sausalito
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rare-find-remodeled-with/7083771928.html,Rare Find - remodeled with original detail - Huge 1 bedroom!,5890.0,1492.0,1.0,dolores heights - san francisco
https://sfbay.craigslist.org/sby/apa/d/los-gatos-1-bed-1-bath-barbecue-picnic/7085251998.html,"1 Bed - 1 Bath, Barbecue & Picnic Area, Laundry In Home",3245.0,782.0,1.0,
https://sfbay.craigslist.org/nby/apa/d/larkspur-adorable-1bd-1ba-cabin-in-the/7085238275.html,Adorable 1bd/1ba Cabin in the flats of Larkspur! -FOUNDATION-,2250.0,360.0,1.0,larkspur
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hawthorne-place-upgrades/7085251513.html,"Hawthorne Place!  UPgrades, Views, Corner Loft & LOCATION!!!",4250.0,,1.0,soma / south beach
https://sfbay.craigslist.org/nby/apa/d/sausalito-stunning-views-of-sf-bay-2/7085251497.html,Stunning views of SF Bay (2 bed/ 1 1/2 bath),4914.0,1014.0,2.0,sausalito
https://sfbay.craigslist.org/sby/apa/d/campbell-charming-new-house-for-rent/7085251481.html,Charming New House for Rent,3800.0,1000.0,2.0,campbell
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jasper-your-spacious/7085251413.html,Jasper | Your Spacious Studio Home! TWO WEEKS FREE!!!,3580.0,543.0,1.0,soma / south beach
https://sfbay.craigslist.org/eby/apa/d/san-pablo-this-is-what-youve-been/7085251217.html,This is What You've Been Waiting For! Affordable Housing with a Garage,2497.0,970.0,2.0,
https://sfbay.craigslist.org/eby/apa/d/berkeley-charm-quiet-oasis-for-students/7085250045.html,CHARM QUIET OASIS for STUDENTS next to SODA/Etchevry Hall NORTHSID UCB,2150.0,,,berkeley
https://sfbay.craigslist.org/sby/apa/d/los-gatos-1-month-free-enormous-2/7084038981.html,*1 Month FREE* Enormous 2 Bedroom Ready For Immediate Move in!,3595.0,1052.0,2.0,
https://sfbay.craigslist.org/pen/apa/d/daly-city-must-see-outstanding-master/7085250905.html,***MUST SEE*** OUTSTANDING MASTER SUITES & SUN ROOM IN BEST WESTLAKE,1600.0,,1.0,daly city
https://sfbay.craigslist.org/sby/apa/d/saratoga-sar-schools-steps-to-big-basin/7078493178.html,"Sar Schools, Steps to Big Basin, garage, FP, Views, #5",3700.0,1400.0,2.0,saratoga
https://sfbay.craigslist.org/sby/apa/d/los-gatos-walk-to-all-105-massol-ave/7069849440.html,"Walk to all, 105 Massol Ave, #204, garden setting",2995.0,1200.0,2.0,los gatos
https://sfbay.craigslist.org/sby/apa/d/los-gatos-105-massol-ave-203-walk-to/7078494464.html,"105 Massol Ave, #203 Walk to shops, farmer's mkt, restaurants",2995.0,1200.0,2.0,los gatos
https://sfbay.craigslist.org/eby/apa/d/oakland-3-bedroom-apartment/7072330416.html,3 bedroom apartment,3895.0,,3.0,oakland lake merritt / grand
